CustomerID,OnlineOrderFlag,Status,TerritoryName,CountryRegionCode,Group,StoreName,ShipMethodName
15722,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15723,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15724,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15725,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15726,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15727,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15728,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15729,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15730,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15731,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15732,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15733,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15734,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15735,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15736,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15737,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15738,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15739,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15740,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15741,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15742,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15743,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15744,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15745,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15746,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15747,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15748,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15749,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15750,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15751,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15752,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15753,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15754,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15755,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15756,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15757,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15758,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15759,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15760,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15761,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15762,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15763,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15764,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15765,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15766,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15767,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15768,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15769,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15770,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15771,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15772,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15773,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15774,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15775,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15776,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15777,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15778,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15779,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15780,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15781,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15782,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15783,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15784,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15785,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15786,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15787,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15788,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15789,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15790,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15791,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15792,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15793,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15794,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15795,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15796,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15797,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15798,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15799,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15800,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15801,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15802,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15803,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15804,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15805,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15806,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15807,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15808,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15809,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15810,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15811,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15812,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15813,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15814,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15815,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15816,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15817,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15818,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15819,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15820,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15821,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15822,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15823,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15824,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15825,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15826,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15827,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15828,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15829,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15830,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15831,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15832,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15833,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
15834,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15835,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15836,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15837,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15838,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15839,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15840,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15841,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15842,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15843,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15844,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15845,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15846,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15847,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15848,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15849,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15850,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15851,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15852,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15853,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15854,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15855,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15856,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15857,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15858,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15859,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15860,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15861,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15862,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15863,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15864,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15865,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15866,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15867,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15868,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15869,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15870,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15871,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15872,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15873,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15874,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15875,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15876,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15877,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15878,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15879,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15880,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15881,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15882,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15883,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15884,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15885,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15886,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15887,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15888,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15889,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15890,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15891,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15892,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15893,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15894,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15895,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15896,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15897,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15898,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15899,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15900,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15901,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15902,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15903,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15904,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15905,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15906,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15907,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15908,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15909,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15910,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15911,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15912,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15913,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15914,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15915,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15916,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15917,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15918,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15919,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
15920,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15921,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15922,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
15923,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15924,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15925,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15926,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
15927,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
15928,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
15929,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
15930,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15931,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
15932,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
15933,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
15934,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15935,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15936,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15937,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15938,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15939,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15940,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15941,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15942,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15943,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15944,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15945,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15946,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15947,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15948,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15949,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15950,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15951,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15952,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15953,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15954,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15955,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15956,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15957,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15958,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15959,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15960,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15961,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15962,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15963,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15964,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15965,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15966,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15967,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15968,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15969,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15970,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15971,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15972,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15973,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15974,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15975,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15976,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15977,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15978,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15979,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15980,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15981,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15982,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15983,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15984,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15985,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15986,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15987,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15988,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15989,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15990,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15991,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15992,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15993,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15994,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
15995,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15996,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15997,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
15998,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
15999,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16000,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16001,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16002,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16003,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16004,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16005,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16006,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16007,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16008,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16009,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16010,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16011,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16012,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16013,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16014,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16015,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16016,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16017,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16018,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16019,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16020,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16021,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16022,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16023,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16024,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16025,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16026,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16027,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16028,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16029,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16030,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16031,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16032,true,5,Australia,AU,Pacific,,XRQ - TRUCK GROUND
16033,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16034,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16035,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16036,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16037,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16038,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16039,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16040,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
16041,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
16042,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
16043,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16044,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16045,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16046,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16047,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16048,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16049,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16050,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16051,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
16052,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
16053,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16054,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16055,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16056,true,5,France,FR,Europe,,XRQ - TRUCK GROUND
16057,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16058,true,5,United Kingdom,GB,Europe,,XRQ - TRUCK GROUND
16059,true,5,Germany,DE,Europe,,XRQ - TRUCK GROUND
16060,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16061,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16062,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16063,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16064,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16065,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16066,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16067,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16068,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16069,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16070,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16071,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16072,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16073,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16074,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16075,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16076,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16077,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16078,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16079,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16080,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16081,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16082,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16083,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16084,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16085,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16086,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16087,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16088,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16089,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16090,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16091,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16092,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16093,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16094,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16095,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16096,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16097,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16098,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16099,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16100,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16101,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16102,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16103,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16104,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16105,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16106,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16107,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16108,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16109,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16110,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16111,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16112,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16113,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16114,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16115,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16116,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16117,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16118,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16119,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16120,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16121,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16122,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16123,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16124,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16125,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16126,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16127,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16128,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16129,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16130,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16131,true,5,Southwest,US,North America,,XRQ - TRUCK GROUND
16132,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16133,true,5,Canada,CA,North America,,XRQ - TRUCK GROUND
16134,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16135,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16136,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
16137,true,5,Northwest,US,North America,,XRQ - TRUCK GROUND
